"A00";"Cólera";;;;;;;"3";;;
"A01";"Fiebres tifoidea y paratifoidea";;;;;;;"3";;;
"A02";"Otras infecciones debidas a Salmonella";;;;;;;"3";;;
"A03";"Shigelosis";;;;;;;"3";;;
"A04";"Otras infecciones intestinales bacterianas";;;;;;;"3";;;
"A05";"Otras intoxicaciones alimentarias bacterianas";;;;;;;"3";;;
"A06";"Amebiasis";;;;;;;"3";;;
"A07";"Otras enfermedades intestinales debidas a protozoarios";;;;;;;"3";;;
"A08";"Infecciones intestinales debidas a virus y otros organismos especificados";;;;;;;"3";;;
"A09";"Diarrea y gastroenteritis de presunto origen infeccioso";;;;;;;"3";;;
"A15";"Tuberculosis respiratoria confirmada bacteriológica e histológicamente";;;;;;;"3";;;
"A16";"Tuberculosis respiratoria no confirmada bacteriológica o histológicamente";;;;;;;"3";;;
"A17+";"Tuberculosis del sistema nervioso";;;;;;;"3";;;
"A18";"Tuberculosis de otros órganos";;;;;;;"3";;;
"A19";"Tuberculosis miliar";;;;;;;"3";;;
"A20";"Peste";;;;;;;"3";;;
"A21";"Tularemia";;;;;;;"3";;;
"A22";"Carbunco [ántrax]";;;;;;;"3";;;
"A23";"Brucelosis";;;;;;;"3";;;
"A24";"Muermo y melioidosis";;;;;;;"3";;;
"A25";"Fiebres por mordedura de rata";;;;;;;"3";;;
"A26";"Erisipeloide";;;;;;;"3";;;
"A27";"Leptospirosis";;;;;;;"3";;;
"A28";"Otras enfermedades zoonóticas bacterianas no clasificadas en otra parte";;;;;;;"3";;;
"A30";"Lepra [enfermedad de Hansen]";;;;;;;"3";;;
"A31";"Infecciones debidas a otras micobacterias";;;;;;;"3";;;
"A32";"Listeriosis";;;;;;;"3";;;
"A33";"Tétanos neonatal";;;;;;;"3";;;
"A34";"Tétanos obstétrico";;;;;;;"3";;;
"A35";"Otros tétanos";;;;;;;"3";;;
"A36";"Difteria";;;;;;;"3";;;
"A37";"Tos ferina [tos convulsiva]";;;;;;;"3";;;
"A38";"Escarlatina";;;;;;;"3";;;
"A39";"Infección meningocócica";;;;;;;"3";;;
"A40";"Septicemia estreptocócica";;;;;;;"3";;;
"A41";"Otras septicemias";;;;;;;"3";;;
"A42";"Actinomicosis";;;;;;;"3";;;
"A43";"Nocardiosis";;;;;;;"3";;;
"A44";"Bartonelosis";;;;;;;"3";;;
"A46";"Erisipela";;;;;;;"3";;;
"A48";"Otras enfermedades bacterianas no clasificadas en otra parte";;;;;;;"3";;;
"A49";"Infección bacteriana de sitio no especificado";;;;;;;"3";;;
"A50";"Sífilis congénita";;;;;;;"3";;;
"A51";"Sífilis precoz";;;;;;;"3";;;
"A52";"Sífilis tardía";;;;;;;"3";;;
"A53";"Otras sífilis y las no especificadas";;;;;;;"3";;;
"A54";"Infección gonocócica";;;;;;;"3";;;
"A55";"Linfogranuloma (venéreo) por clamidias";;;;;;;"3";;;
"A56";"Otras enfermedades de transmisión sexual debidas a clamidias";;;;;;;"3";;;
"A57";"Chancro blando";;;;;;;"3";;;
"A58";"Granuloma inguinal";;;;;;;"3";;;
"A59";"Tricomoniasis";;;;;;;"3";;;
"A60";"Infección anogenital debida a virus del herpes [herpes simple]";;;;;;;"3";;;
"A63";"Otras enfermedades de transmisión predominantemente sexual no clasificadas en otra parte";;;;;;;"3";;;
"A64";"Enfermedad de transmisión sexual no especificada";;;;;;;"3";;;
"A65";"Sífilis no venérea";;;;;;;"3";;;
"A66";"Frambesia";;;;;;;"3";;;
"A67";"Pinta [carate]";;;;;;;"3";;;
"A68";"Fiebres recurrentes";;;;;;;"3";;;
"A69";"Otras infecciones causadas por espiroquetas";;;;;;;"3";;;
"A70";"Infección debida a Chlamydia psittaci";;;;;;;"3";;;
"A71";"Tracoma";;;;;;;"3";;;
"A74";"Otras enfermedades causadas por clamidias";;;;;;;"3";;;
"A75";"Tifus";;;;;;;"3";;;
"A77";"Fiebre maculosa [rickettsiosis transmitida por garrapatas]";;;;;;;"3";;;
"A78";"Fiebre Q";;;;;;;"3";;;
"A79";"Otras rickettsiosis";;;;;;;"3";;;
"A80";"Poliomielitis aguda";;;;;;;"3";;;
"A81";"Infecciones del sistema nervioso central por virus lento";;;;;;;"3";;;
"A82";"Rabia";;;;;;;"3";;;
"A83";"Encefalitis viral transmitida por mosquitos";;;;;;;"3";;;
"A84";"Encefalitis viral transmitida por garrapatas";;;;;;;"3";;;
"A85";"Otras encefalitis virales no clasificadas en otra parte";;;;;;;"3";;;
"A86";"Encefalitis viral no especificada";;;;;;;"3";;;
"A87";"Meningitis viral";;;;;;;"3";;;
"A88";"Otras infecciones virales del sistema nervioso central no clasificadas en otra parte";;;;;;;"3";;;
"A89";"Infección viral del sistema nervioso central no especificada";;;;;;;"3";;;
"A90";"Fiebre del dengue [dengue clásico]";;;;;;;"3";;;
"A91";"Fiebre del dengue hemorrágico";;;;;;;"3";;;
"A92";"Otras fiebres virales transmitidas por mosquitos";;;;;;;"3";;;
"A93";"Otras fiebres virales transmitidas por artrópodos no clasificadas en otra parte";;;;;;;"3";;;
"A94";"Fiebre viral transmitida por artrópodos no especificada";;;;;;;"3";;;
"A95";"Fiebre amarilla";;;;;;;"3";;;
"A96";"Fiebre hemorrágica por arenavirus";;;;;;;"3";;;
"A98";"Otras fiebres virales hemorrágicas no clasificadas en otra parte";;;;;;;"3";;;
"A99";"Fiebre viral hemorrágica no especificada";;;;;;;"3";;;
"B00";"Infecciones herpéticas [herpes simple]";;;;;;;"3";;;
"B01";"Varicela";;;;;;;"3";;;
"B02";"Herpes zoster";;;;;;;"3";;;
"B03";"Viruela";;;;;;;"3";;;
"B04";"Viruela de los monos";;;;;;;"3";;;
"B05";"Sarampión";;;;;;;"3";;;
"B06";"Rubéola [sarampión alemán]";;;;;;;"3";;;
"B07";"Verrugas víricas";;;;;;;"3";;;
"B08";"Otras infecciones víricas caracterizadas por lesiones de la piel y de las membranas mucosas no clas";;;;;;;"3";;;
"B09";"Infección viral no especificada caracterizada por lesiones de la piel y de las membranas mucosas";;;;;;;"3";;;
"B15";"Hepatitis aguda tipo A";;;;;;;"3";;;
